placemarkName,placemarkLat,placemarkLon,styleId,origHref,proposedType,proposedValue,matchedDocId
"ESTACIÓN BUS 🚍 / Tordesillas (Valladolid)",41.502869,-5.00468,icon-1532-0288D1,"",none,"",uFq0S3APIhQCgJJ4gxUc
"ESTACIÓN BUS 🚍 / Alba de Tormes (Salamanca)",40.822786,-5.515469,icon-1532-0288D1,"",none,"",YNM9alUorca9rfZBT9eu
"ESTACIÓN BUS 🚍 / Salamanca",40.97029,-5.675575,icon-1532-0288D1,"",none,"",ynqk7vdGBbTALvBAuLSk
"ESTACIÓN BUS 🚍 / Viseu (PO)",40.661433,-7.916053,icon-1532-0288D1,"",none,"",sp4616oCf16QHa6Or4mR
"ESTACIÓN BUS 🚍 / Albergaria A Velha (POR)",40.689537,-8.475543,icon-1532-0288D1,"",none,"",Qm3Z8h8ZILbN8YwFb3S3
"ESTACIÓN BUS 🚍 / Almendralejo (Badajoz)",38.675717,-6.396994,icon-1532-0288D1,"",none,"",wrJtYhNOxWF6U3SGNONd
"ESTACIÓN BUS 🚍 / Isla Cristina (Huelva)",37.203394,-7.323778,icon-1532-0288D1,"",none,"",KDLIsR9DXQQQSTDbGbUn
"ESTACIÓN BUS 🚍 / Ayamonte (Huelva)",37.21464,-7.399026,icon-1532-0288D1,"",none,"",oBrZqLsdeCX61ZKG7LyR
"ESTACIÓN BUS 🚍 / Cádiz",36.52761,-6.285511,icon-1532-0288D1,"",none,"",fRmfodSEGVy3d2r6Ewbg
"ESTACIÓN BUS 🚍 / Almuñecar (Granada)",36.735455,-3.688434,icon-1532-0288D1,"",none,"",pfRErvddrXFpv6uIuImR
"ESTACIÓN BUS 🚍 / Calpe (Alicante)",38.647035,0.044385,icon-1532-0288D1,"",none,"",YZhXXnheA2N8fKCXmBS4
"ESTACIÓN BUS 🚍 / Jávea (Alicante)",38.786927,0.165527,icon-1532-0288D1,"",none,"",m8god24dOyMi4mSAFKgW
"ESTACIÓN BUS 🚍 / Gandía (Valencia)",38.970534,-0.180328,icon-1532-0288D1,"",none,"",gY4r50mDh2URNx7LRaOy
"ESTACIÓN BUS 🚍 / Teruel",40.341239,-1.104605,icon-1532-0288D1,"",none,"",Q04PJChjieYJAXL4CdwS
"ESTACIÓN BUS 🚍 / Tortosa (Tarragona)",40.805763,0.522019,icon-1532-0288D1,"",none,"",2gKcm9j0f9m0uJbJgM8C
"ESTACIÓN BUS 🚍 / Mora D'Ebre (Tarragona)",41.088846,0.644557,icon-1532-0288D1,"",none,"",qzx4oMUEmq58nkNh67gX
"ESTACIÓN BUS 🚍 / Cambrils (Tarragona)",41.069064,1.055356,icon-1532-0288D1,"",none,"",CcLmeYldccm6mih4WOS1
"ESTACIÓN BUS 🚍 / Salou (Tarragona)",41.074251,1.139292,icon-1532-0288D1,"",none,"",nv7k0bDko7Abo6gSV8Iy
"ESTACIÓN BUS 🚍 / Tarragona",41.118044,1.244515,icon-1532-0288D1,"",none,"",Esn3red895p2A6JSyTYK
"ESTACIÓN BUS 🚍 / Vic",41.932733,2.24913,icon-1532-0288D1,"",none,"",7QT7rKCnJX9zUqdSLKLV
"ESTACIÓN BUS 🚍 / Nerja (Málaga)",36.750973,-3.877845,icon-1532-0288D1,"",none,"",agejB17kNLTBSbuVgbJt
"ESTACIÓN BUS 🚍 / Reus (Tarragona)",41.147972,1.11193,icon-1532-0288D1,"",none,"",Xr2nWF70nsRcOQZQOSmd
"ESTACIÓN BUS 🚍 / Granollers (Barcelona)",41.606738,2.291268,icon-1532-0288D1,"",none,"",73MLfJsae0RQFgGD3wde
"ESTACIÓN BUS 🚍 / Andorra La Vella",42.504733,1.521119,icon-1532-0288D1,"",none,"",en1Z9kT9kyDbAIjYDsSo
"ESTACIÓN BUS 🚍 / Zaragoza (DELICIAS)",41.659994,-0.912487,icon-1532-0288D1,"",none,"",7y7U7OWhbnds7BZAWPk6
"ESTACIÓN BUS 🚍 / Sanxenxo (Pontevedra)",42.406685,-8.813214,icon-1532-0288D1,"",none,"",3NTVC52fVhPmJXVooQlb
"ESTACIÓN BUS 🚍 / Alicante",38.337749,-0.491398,icon-1532-0288D1,"",none,"",eHYIPql6FyPAeJTwpA42
"ESTACIÓN BUS 🚍 / Vilagarcia de Arousa (Pontevedra)",42.599698,-8.762047,icon-1532-0288D1,"",none,"",aGIlDZZONmCaq7yk0E7r
"ESTACIÓN BUS 🚍 / Vilafranca del Penedés (Barcelona)",41.341414,1.701949,icon-1532-0288D1,"",none,"",iI6W6vaSkDAUJfvts63v
"ESTACIÓN BUS 🚍 / Marbella",36.520132,-4.892384,icon-1532-0288D1,"",none,"",PX8Iifaw7IXpxI0aZb5U
"ESTACIÓN BUS 🚍 / Denia (Alicante)",38.837273,0.101004,icon-1532-0288D1,"",none,"",2W34b73fY992hcxbWuZV
"ESTACIÓN BUS 🚍 / Alcañiz (Teruel)",41.041816,-0.127719,icon-1532-0288D1,"",none,"",uCjU9a0JO1niaNnKMzM7
"ESTACIÓN BUS 🚍 / Padrón (A Coruña)",42.741832,-8.658633,icon-1532-0288D1,"",none,"",MTR1vyr2o2LEtE0S7t47
"ESTACIÓN BUS 🚍 / Fabra i Puig (Barcelona)",41.431247,2.183034,icon-1532-0288D1,"",none,"",3o3YaflawVB4H48Kxn3I
"ESTACIÓN BUS 🚍 / Castellón de la Plana",39.989104,-0.051977,icon-1532-0288D1,"",none,"",uEshGLbbLuvhC8XOacqk
"ESTACIÓN BUS 🚍 / Santiago de Compostela",42.8872,-8.534129,icon-1532-0288D1,"",none,"",z4cjoPtr6W2ZhZPCpeMc
"ESTACIÓN BUS 🚍 /  Sants (Barcelona)",41.379557,2.138338,icon-1532-0288D1,"",none,"",kJY4xEnNSACpdSl1A19V
"ESTACIÓN BUS 🚍 / Almería",36.835721,-2.454746,icon-1532-0288D1,"",none,"",5vU0mmz1bwm8r8BqP9XQ
"ESTACIÓN BUS 🚍 / Lisboa (PO)",38.741746,-9.167423,icon-1532-0288D1,"",none,"",gZ7iLpS2f5OIOEwSWAvY
"ESTACIÓN BUS 🚍 / Tavira (PO)",37.127222,-7.652936,icon-1532-0288D1,"",none,"",T3m0J8bwjNnsLqYXhKPB
"ESTACIÓN BUS 🚍 / Plaza de Armas (Sevilla)",37.392426,-6.003595,icon-1532-0288D1,"",none,"",Xk2mOQKtlvOle5j3KxG6
"ESTACIÓN BUS 🚍 / Prado S.Sebastián (Sevilla)",37.381783,-5.985779,icon-1532-0288D1,"",none,"",J3YEdLUcWdwa3CNNalAS
"PARKING 🅿️ / Nerja (Málaga)",36.757685,-3.872454,icon-1644-0288D1,"",none,"",mRIcoJBGqLQttsN5EGZJ
"PARKING 🅿️ / Mijas (Málaga)",36.602946,-4.635254,icon-1644-0288D1,"",none,"",pWlqxqd60j4TsTIGOhSw
"PARKING 🅿️ / Torremolinos (Málaga)",36.630402,-4.504335,icon-1644-0288D1,"",none,"",jD7ocldmBYCsM0BpjxSP
"PARKING🅿️ / Collformic- Matagalls (Barcelona)",41.80115,2.347338,icon-1644-0288D1,"",none,"",PU555284B3MRgkfKxtIc
"PARKING 🅿️ / Setcases (Girona)",42.374583,2.301975,icon-1644-0288D1,"",none,"",lflWGUodY0oB2ZWiSqvT
"PARKING Cremallera 🅿️ / Ribes de Freser (Girona)",42.298884,2.16564,icon-1644-0288D1,"",none,"",VSlZUv20NMhi0u53oIGV
"PARKING 🅿️ / Castellón de La Plana (Valencia)",39.98151,-0.019299,icon-1644-0288D1,"",none,"",WdgWwx8xEcgrk6V7cVGB
"APARCAMIENTO 🅿️ / Castellón de La Plana (Valencia)",39.984584,-0.022312,icon-1644-0288D1,"",none,"",Peymy4QyKtobhHWLUXlI
"PARKING MIXTO 🅿️/ Ripoll (Girona)",42.189896,2.195859,icon-1644-0288D1,"",none,"",ARoD1HDvYm21X2Lfo9CN
"APARCAMIENTO 🅿️ / Sagunto (Valencia)",39.687023,-0.277889,icon-1644-0288D1,"",none,"",ZZrx776nWiSvXPYPrhqM
"APARCAMIENTO 🅿️ / Lisboa (PO)",38.727401,-9.154787,icon-1644-0288D1,"",none,"",Na4VIn9mIYGIFszDEYJj
"APARCAMIENTO MIXTO 🅿️ / Piscinas Balsa S. Oleguer Sabadell",41.538114,2.123601,icon-1644-0288D1,"",none,"",gqBMI7zYyfFvnAFYT3BQ
"APARCAMIENTO MIXTO 🅿️ / Queralbs",42.352456,2.167089,icon-1644-0288D1,"",none,"",NsB6lAEdxiHoQeIJsK4r
"APARCAMIENTO 🅿️ / Fuengirola (Málaga)",36.530974,-4.62711,icon-1644-0288D1,"",none,"",fTpxb4tlGw8p5zFfJ6La
"APARCAMIENTO 🅿️ / Cartagena",37.609912,-0.997312,icon-1644-0288D1,"",none,"",pxP7Lef8EAec6BdSmCmt
"APARCAMIENTO 🅿️ / Marbella (Málaga)",36.513434,-4.872336,icon-1644-0288D1,"",none,"",f36PAnRHH6ipJHDtzvjV
"APARCAMIENTO 🅿️ / Valencia",39.482129,-0.407081,icon-1644-0288D1,"",none,"",X94CbR4CJu5NVlpKcVEF
"PARKING 🅿️ / Orihuela (Alicante)",38.087842,-0.93724,icon-1644-0288D1,"",none,"",xKEMBqwlLo0V7TQTFzSu
"APARCAMIENTO 🅿️ / Ojén (Málaga)",36.567334,-4.853044,icon-1644-0288D1,"",none,"",9KZIBPhKmjsz1RI9xwZl
"APARCAMIENTO 🅿️ / Cádiz",36.49182,-6.264325,icon-1644-0288D1,"",none,"",E3mj4Qs6MlcrSw13mCfD
"APARCAMIENTO 🅿️ / Trevélez (Granada)",37.002093,-3.268492,icon-1644-0288D1,"",none,"",lLDyryvSwRFnji5NniZz
"APARCAMIENTO 🅿️ /  Penelles (Lérida)",41.757275,0.962822,icon-1644-0288D1,"",none,"",sxY6fQi32qznUyY7Tz0w
"APARCAMIENTO 🅿️/ Capileira",36.960096,-3.355462,icon-1644-0288D1,"",none,"",KKgdMONsSxSa4M1IrSDf
"PARKING 🅿️/ Castellón (Valencia)",39.995702,-0.022618,icon-1644-0288D1,"",none,"",NSzF02LYLXiJEfeZ9Kdj
"APARCAMIENTO 🅿️ / Cadaqués (Girona)",42.295297,3.286942,icon-1644-0288D1,"",none,"",Lvgiz8oU85VTUTsefSpi
"PARKING (Pago) 💰 / Alicante",38.338101,-0.490054,icon-1513-1A237E,"",none,"",Nyta347Oopmm4yQkf0jp
"PARKING BUS ✅️ / Sitges (Barcelona)",41.23998,1.802928,icon-1532-7CB342,"",none,"",MipK8zw9EC6Z375VreBS
"PARKING BUS COVES S.JOSEP / LA VALL D'UIXÓ",39.822904,-0.250563,icon-1535-757575,"",none,"",IL8GRLP2QLYpkmOaN9z3
"C Y D / Benalmadena",36.597463,-4.514827,icon-1826-0F9D58,"",none,"",EiQilHCsVn6aujqpuG0X
"C Y D (Pago)/ Santiago de Compostela",42.886746,-8.543255,icon-1826-0F9D58,"",none,"",xLvVNWE8uv4oStCdGmnE
"C Y D / Ojen (Málaga)",36.564892,-4.853628,icon-1826-0F9D58,"",none,"",H7QKU9Pt4ogfgNA8fEog
"C Y D / Marbella (Málaga)",36.513557,-4.882759,icon-1826-0F9D58,"",none,"",7fBZ4srtyNuI07pgjA5D
"CARGA / DESCARGA PASAJEROS",36.507986,-4.883483,icon-1826-0F9D58,"",none,"",TPbfG5QzYukT7NDTkJ2u
"CARGA / DESCARGA PASAJEROS PUERTO BANUS",36.486766,-4.955574,icon-1826-0F9D58,"",none,"",Ew8AtpEt6GNWfsaEjiqF
"CARGA / DESCARGA PASAJEROS PUERTO BANUS",36.488849,-4.952813,icon-1826-0F9D58,"",none,"",wxLPoSti1epe5T40XXVe
"CARGA / DESCARGA ESTACIÓN SANTS (RENFE)",41.379399,2.138823,icon-1826-0F9D58,"",none,"",BbRxrqArsS86TYmQtcLZ
"CARGA / DESCARGA SAGUNTO",39.682378,-0.277594,icon-1826-0F9D58,"",none,"",9sulqHUXAl47cozKYtuZ
"CARGA / DESCARGA PUERTO VALENCIA",39.462551,-0.325452,icon-1826-0F9D58,"",none,"",HYAe5rc8uYxXGTcX3SkZ
"CARGA / DESCARGA ALCOY",38.697985,-0.472935,icon-1826-0F9D58,"",none,"",XHrJxvQfsztUmbrY0Ly9
"CARGA / DESCARGA ONDARA",38.823847,0.020574,icon-1826-0F9D58,"",none,"",TZinvLxswo2oB61Aezus
"CARGA / DESCARGA DENIA",38.844012,0.110962,icon-1826-0F9D58,"",none,"",be1T0D1mpa77CXWxRejr
"C Y D 🔄 / MUSEO CIENCIES - AUDITORI FORUM / Barcelona",41.411612,2.21983,icon-1826-0F9D58,"",none,"",KKotyfoLBKrJ4KCw2ltz
"CARGA / DESCARGA ALICANTE",38.344264,-0.479607,icon-1826-0F9D58,"",none,"",OsadQm0T61XRFLTwOViK
"CARGA / DESCARGA AVE ALICANTE",38.345006,-0.494924,icon-1826-0F9D58,"",none,"",4FldznB7KjhKqkDTNbsS
"CARGA / DESCARGA ALCOY",38.693744,-0.474536,icon-1826-0F9D58,"",none,"",wiCiBnnWP5us7PERpy0g
"CARGA / DESCARGA MORELLA",40.621937,-0.099861,icon-1826-0F9D58,"",none,"",GLVRxaN0hnc73ci89SGt
"CARGA / DESCARGA - Ripoll",42.200704,2.190324,icon-1826-0F9D58,"",none,"",w0WJxOmAmYxqt2wT0Abd
"CARGA / DESCARGA TERUEL",40.341691,-1.110019,icon-1826-0F9D58,"",none,"",haqBhJG89YLKgCNlOILP
"C Y D 🔄 / Sitges (Barcelona)",41.238899,1.806823,icon-1826-0F9D58,"",none,"",psGQyhZUcMSfhezwawng
"CARGA / DESCARGA - Olivera (Cádiz)",36.936245,-5.266327,icon-1826-0F9D58,"",none,"",tX8Ov32BZNSD9zhJwWFS
"CARGA / DESCARGA  - Berga",42.10128,1.844056,icon-1826-0F9D58,"",none,"",jBdOPo2hq6kgD9FsbxGk
"CARGA / DESCARGA - Jaén",37.762194,-3.793588,icon-1826-0F9D58,"",none,"",xS1l2MDgLBOJJNROid0a
"CARGA / DESCARGA VALENCIA",39.452287,-0.353782,icon-1826-0F9D58,"",none,"",vljkWw2iewkFA0PCHCZe
"CARGA / DESCARGA Tortosa",40.815138,0.521543,icon-1826-0F9D58,"",none,"",x4aOBLK2z50PG9q1n99h
"CARGA / DESCARGA / BEJA (P)",38.017574,-7.865943,icon-1826-0F9D58,"",none,"",WKzFpHxEXqKLaiTtnMAB
"C Y D 🔁 /(PO)",37.185593,-8.441082,icon-1826-0F9D58,"",none,"",5CVYCU6XiiZvMPVsW3AH
"CARGA / DESCARGA TARRAGONA",41.115694,1.258328,icon-1826-0F9D58,"",none,"",PPRDv7gUdeuUDDCyEKpZ
"CARGA / DESCARGA - Granada",37.169725,-3.592614,icon-1826-0F9D58,"",none,"",BK8woIM3GfjQUtAQJ9BO
"CARGA / DESCARGA - Faro (P)",37.016609,-7.935701,icon-1826-0F9D58,"",none,"",fOtpe9i0C6ge4p30B2RB
"CARGA / DESCARGA (EXPRESS) Biarritz ( F)",43.483077,-1.558885,icon-1826-E65100,"",none,"",7eknhZ4daBPRPUSVhEav
"CARGA / DESCARGA (EXPRESS) - Málaga",36.719563,-4.415471,icon-1826-E65100,"",none,"",xiCv6turHGpfiFiMS6Dd
"CARGA /DESCARGA (EXPRESS)- Espectáculo Caballos (Jerez de la Frontera)",36.692695,-6.136971,icon-1826-E65100,"",none,"",CzSxpsXZ1GOop7I7VdVX
"CARGA / DESCARGA/ TOLEDO",39.862521,-4.020695,icon-1826-0F9D58,"",none,"",b3gGQL6Xb4aTM7vfBLP6
"ZONA DE ESPERA / Barceloneta",41.369555,2.187625,icon-1534-4E342E,"",none,"",koKOHBnnP8Ed8Qh2PBBL
"ZONA DE ESPERA / Badalona",41.46028,2.230675,icon-1534-4E342E,"",none,"",JlhTI7wpgIlSRiNwczmX
"SANTUARIO EL MIRACLE",41.914422,1.523051,icon-1670-F57C00,"",none,"",27Qoy0cpnuvSLTIugHLr
"SANTUARIO NTRA.SRA DE LAS CRUCES / Torralba de Calatrava",39.069546,-3.755438,icon-1670-F57C00,"",none,"",JO9msh7KqSMtbHZzQBmk
"SANTUARIO COVA S. IGNACI",41.721122,1.831516,icon-1670-F57C00,"",none,"",nCr64QZUfg9nzFVoHznG
"SANTUARIO NTRA. SRA. FUENSANTA",37.936574,-1.118319,icon-1670-F57C00,"",none,"",EyfcNYouiqGpV4h1xgzp
"PARKING DE PAGO MONTSERRAT",41.594638,1.840807,icon-1670-F57C00,"",none,"",cR1jkkCYKY6F1d8UDtYN
"MUSEO Arqueológico 🏛️ / Palau de Plegamans (Barcelona)",41.572256,2.182978,icon-1636-A52714,"",none,"",yyHfTLQAfIaK1cl0TAAq
"MUSEO Volcanes 🏛 / Olot (Girona)",42.172338,2.479903,icon-1636-A52714,"",none,"",uJTyz6O4uPZFz3nkYmNI
"MINAS DE SAL (Parking) / Cardona",41.906268,1.674412,icon-1636-A52714,"",none,"",AiyQS5TIkt3rqMC0Wvw2
"PARQUE DE LAS CIENCIAS / Granada",37.162075,-3.606461,icon-1636-A52714,"",none,"",dU6Xm1cd8qC2PQmYepa9
"MUSEO de Badalona 🏛️ / Badalona (Barcelona)",41.452421,2.247768,icon-1636-A52714,"",none,"",PSRM3KdDFkBxeebJK8kF
"MUSEO de la Ciencia 🏛️ / Terrassa (Barcelona)",41.566583,2.006281,icon-1636-A52714,"",none,"",iQFbRTJtGoRos9oeqaJ7
"HOTEL PAPALUNA / PEÑÍSCOLA",40.364347,0.402653,icon-1602-9C27B0,"",none,"",8NH21V0MtMJbQin0QPWn
"HOTEL B & B / Alicante",38.313674,-0.516597,icon-1602-9C27B0,"",none,"",6nedZE3FSPbVIpEzd7P5
"HOTEL MONTANYÀ / Seva",41.803658,2.260643,icon-1602-9C27B0,"",none,"",kF42j6mcNFzpoliArvOJ
"RESTAURANTE EL REBOST DE LA GLEVA",42.002879,2.240128,icon-1577-795548,"",none,"",K4qme4qYsJpqoFk7IGs4
"RESTAURANTE CAL QUICO",42.007615,2.039589,icon-1577-795548,"",none,"",osjA6oMECHIoh2lle6Md
"RESTAURANTE CASA NURI",40.713113,0.834886,icon-1577-795548,"",none,"",QIsgyruDSZcPWuHO7v42
"AREA SERVICIO Los Chopos Villaherreros ( Palencia)",42.391663,-4.473779,icon-1577-795548,"",none,"",anbTxppfqKiCI0snlc6V
"CASA COLONIES ELS PORXOS 🚸 / Vilanova de Sau (Barcelona)",41.963512,2.397689,icon-1682-673AB7,"",none,"",mFnESP7MHxkMCn9yRQ0s
"CASA COLONIES Les Tallades 🚸 / Vilanova de Sau (Barcelona)",41.960761,2.395288,icon-1682-673AB7,"",none,"",R4iDVAwesxryWKqIcTPT
"CASA COLONIES Mas Banyeres 🚸 / Centelles (Barcelona)",41.808907,2.208728,icon-1682-673AB7,"",none,"",Q5eL0n8uTNLIrRPCcPU8
"CASA COLONIES Can Rigol 🚸 / Begues (Barcelona)",41.327752,1.911649,icon-1682-673AB7,"",none,"",ipJNj2Bbo2wff33t6Ttk
"CASA COLONIES La Llobeta 🚸/ Aiguafreda (Barcelona)",41.778178,2.248416,icon-1682-673AB7,"",none,"",ipDIjukmaGgyV9ZiKih6
"CASA COLONIES Can Moncau 🚸 / La Roca del Vallès (Barcelona)",41.587215,2.365669,icon-1682-673AB7,"",none,"",DftGS4lJas0v4Nd40mzj
"COLEGIO JESUS MARÍA",41.431585,2.18342,icon-1682-9C27B0,"",none,"",wPVu8afRFAQnAAqYQwP1
"ESTACIÓN ESQUÍ / La Molina",42.334961,1.932689,icon-1688-BDBDBD,"",none,"",pBaQ9ZhFbrANP1In2E5c
"2° PISTAS ESQUÍ / La Molina",42.337343,1.941831,icon-1688-BDBDBD,"",none,"",uqeB3nFzyoi9BuMLeNtk
"ESTACIÓN ESQUÍ / Arinsal",42.572218,1.471509,icon-1688-BDBDBD,"",none,"",Jb6S2NvrlztHR63x8Vjn
"CENTRO COMERCIAL LA ROCA VILLAGE",41.614031,2.345192,icon-1685-880E4F,"",none,"",iuVZWPAx7g6PzsJGE2ZC
"PIONONOS / Cafeteria- Pastelería (STA FE/ GRANADA)",37.192509,-3.703997,icon-1502-C2185B,"",none,"",s4PUiCdNCVgfoj8b8J90
"GALLETAS BIRBA Camprodon",42.296739,2.35904,icon-1502-C2185B,"",none,"",aZFT4a1ryMbiNqOZVcx3
"PARKING BUS ✅ / Los Jerónimos / Lisboa (PO)",38.696284,-9.204936,icon-1532-7CB342,"",none,"",ETPO7Lo8uNSXFY3vBlWV
"PARKING MURCIA / Universidad",38.017149,-1.172453,icon-1532-7CB342,"",none,"",UWtYtGOLi7YuJdBMwogS
"INFO / Llegar PK BUS Armilla ( Granada)",,,line-F57C00-5000,"",none,"",Q4aceuLkgw2ZRsE4TgTw
"PARKING PÚBLICO / San Fernando (Cádiz)",36.464849,-6.191016,icon-1644-0288D1,"",none,"",ipUoouAEKSdsNOrkuKk4
"APARCAMIENTO LIBRE/ Tarifa",36.025648,-5.612524,icon-1644-0288D1,"",none,"",pe784CC4oARbFgQOcvrH
"APARCAMIENTO LIBRE / Jerez de la Frontera",36.674102,-6.150612,icon-1644-0288D1,"",none,"",hBVimi31fjqDBxXY2OM3
"PARKING  C y D / Grazalema",36.75805,-5.363294,icon-1644-0288D1,"",none,"",sYMV4QddIXyUfZfAce5f
"PARKING LIBRE / Jerez de la Frontera",36.691585,-6.123612,icon-1644-0288D1,"",none,"",b7quy49ByQzJfCa2pf6Z
"APARCAMIENTO Mixto / Grazalema",36.761885,-5.362501,icon-1644-0288D1,"",none,"",4iJFxS9CLzbK2qLiPTyE
"APARCAMIENTO LIBRE / Torremolinos",36.630048,-4.495238,icon-1644-0288D1,"",none,"",D4Ay9LR3qLdIITha2n1r
"PARKING / Zahara de la Sierra",36.842594,-5.393096,icon-1644-0288D1,"",none,"",t0PC6ziyTbdd9qBp1XPI
"PARKING PALACIO CONGRESOS / Torremolinos",36.632884,-4.505324,icon-1644-0288D1,"",none,"",hUwa1eS3VW0zAbCVRUoO
"CASTILLO DE CARDONA",41.914812,1.685188,icon-1598-424242,"",none,"",v41v8wXryLpADUDVeWh4
"ESTACIÓN BUS / JAÉN",37.771693,-3.786447,icon-1532-0288D1,"",none,"",PKOmAVmSqfWeKBx3z34e
"ESTACIÓN BUS / Ciudad Real",38.979143,-3.929665,icon-1532-0288D1,"",none,"",RAtXpucdIMggm72Vjetg
"ESTACIÓN BUS / S. Bernardo (Algeciras)",36.126112,-5.448055,icon-1532-0288D1,"",none,"",vr8G7H6ZA6mcCrbgKIZt
"ESTACIÓN BUS / Antequera",37.02383,-4.56268,icon-1532-0288D1,"",none,"",KXPsaUmRK8fHDvRc0qAO
"ESTACIÓN BUS / Estepona",36.430501,-5.127531,icon-1532-0288D1,"",none,"",wFdDd0TLfZiCd39Ef7ui
"LIMITE ALTURA 4Metros/ Córdoba",37.885807,-4.750804,icon-1541-097138,"",none,"",dNqXccHwu3kVTQkXWkTB
"LIMITACIÓN ALTURA 4Metros / Córdoba",37.88621,-4.75124,icon-1541-097138,"",none,"",jYImBIQrefTpDzwY1G0W
"ESTACIÓN BUS / Córdoba",37.889186,-4.790623,icon-1532-0288D1,"",none,"",4JZb21JyRSUAp4wWaUSw
"APARCAMIENTO LIBRE  / Córdoba",37.862062,-4.785841,icon-1644-0288D1,"",none,"",5lBFTMaInkQvJwCz27oI
"INFO / Medina Azahara (Córdoba)",37.887659,-4.866762,icon-1608-0288D1,"",none,"",zMWZIXNyIK7GzFmj8rLG
"HOTEL ILUNION / S.Juan de Aznalfarache (Sevilla)",37.369749,-6.033174,icon-1602-9C27B0,"",none,"",oH9AbM7uytLQkjqPRWXZ
"HOTEL TORRE DEL ORO / S.José de la Rinconada (Sevilla)",37.474948,-5.955663,icon-1602-9C27B0,"",none,"",TadNy8cptbj7gFmSrF3S
"MUELLE DE LAS CALAVERAS / Palos de la Frontera (Huelva)",37.210173,-6.926071,icon-1644-0288D1,"",none,"",DwpG56o3G5qq0TBNbzlv
"ESTACIÓN BUS / Loulé (P)",37.142157,-8.02103,icon-1532-0288D1,"",none,"",47EKPVkijPSO3XFbMMzo
"HOTEL BOSTON (Zaragoza)",41.64628,-0.876211,icon-1602-9C27B0,"",none,"",o2URUhSnNZ4ryhcH3OHr
"ESTACIÓN TREN CHAMARTIN / Madrid",40.471516,-3.681868,icon-1717-AFB42B,"",none,"",JcupphzhHTY1DNb1aEZW
"HOTEL CASA BERNARDO MACÍAS / S. Roque (Cádiz)",36.208504,-5.408338,icon-1602-9C27B0,"",none,"",kssfRe9GZ7WKqAoK4N0t
"CARGA / DESCARGA (EXPRESS)- Lucena (Córdoba)",37.405594,-4.486259,icon-1826-E65100,"",none,"",ZAsTe6vc6Dr1khALbh2N
"APARCAMIENTO LIBRE / Albufeira (P)",37.098704,-8.244386,icon-1644-0288D1,"",none,"",cpo5iY5LHTaMEuo3zO38
"ESTACIÓN BUS / ALBUFEIRA (P)",37.099263,-8.244391,icon-1532-0288D1,"",none,"",UVyY43heNHF1fdKILuOv
"APARCAMIENTO LIBRE / LAGOS (P)",37.110098,-8.679605,icon-1644-0288D1,"",none,"",PHbCLshYtQX6TzxKbD7Q
"CASTILLO DE SAGRES (P)",37.005129,-8.944993,icon-1598-424242,"",none,"",oWwfoZlCtMOgogog032t
"CASTILLO DE SILVES / PARKING BUS (P)",37.194338,-8.436649,icon-1598-424242,"",none,"",1gss7JMwCZHW26bZslTD
"PARKING / ALMAGRO",38.89411,-3.705885,icon-1644-0288D1,"",none,"",JMvOlPKwaKOMYYv88fRd
"C Y D 🔄 / Almagro (Ciudad Real)",38.889786,-3.70646,icon-1826-0F9D58,"",none,"",WbsK0lUv8axsxcKatsny
"MOLINOS y  CASTILLO CONSUEGRA / Consuegra ( Toledo)",39.453494,-3.61132,icon-1598-424242,"",none,"",u2jFJrGTlg29lsz9vp4l
"ESTACIÓN BUS / TOLEDO",39.866222,-4.019072,icon-1532-0288D1,"",none,"",nSraMxBYnKk0CuoXAtFJ
"INFO ℹ️ / Alcázar de Toledo",39.857476,-4.019413,icon-1608-0288D1,"",none,"",pkbBTJMBVpsbB9v5ugX3
"APARCAMIENTO/ TOLEDO",39.865584,-4.034107,icon-1644-0288D1,"",none,"",rKenixmvQXzWajjqQkCp
"PARKING MIXTO / PANTANO CAZALEGAS",40.013442,-4.693226,icon-1644-0288D1,"",none,"",k1XEwxKoUUprGodPaxe3
"APARCAMIENTO/ PLASENCIA",40.038032,-6.084014,icon-1644-0288D1,"",none,"",N1AMojAsRToZilis7yEW
"CARGA / DESCARGA  ( EXPRESS) - TRUJILLO ( Cáceres)",39.460756,-5.881238,icon-1826-E65100,"",none,"",x5L5MYg16cakSbcEdVOk
"HOTEL LAS CIGUEÑAS / TRUJILLO ( Cáceres)",39.460842,-5.869727,icon-1602-9C27B0,"",none,"",VhFsKrVP4KIgXtlYXwih
"ESTACIÓN BUS / TRUJILLO ( Cáceres)",39.451376,-5.882438,icon-1532-0288D1,"",none,"",FCYlWBfZ42zwtMW4p2ZP
"INFO ℹ️ / Olivenza (Badajoz)",38.68354,-7.096737,icon-1608-0288D1,"",none,"",dUkyJSenw3hdHecWoLPi
"APARCAMIENTO LIBRE / Olivenza ( Badajoz)",38.691874,-7.093033,icon-1644-0288D1,"",none,"",Fx8TnMj4zQAkBxNZEAs9
"ESTACIÓN BUS / CÁCERES",39.460494,-6.381602,icon-1532-0288D1,"",none,"",SmC8VhODEK4MyBgKJGfb
"CARGA /DESCARGA ( EXPRESS) - LA ALBERCA",40.490644,-6.111751,icon-1826-E65100,"",none,"",Cn8oqiNYs6ISLT9H4jh8
